COUNTY,ZIPCODE,PWSID,"AnalyticalResultValue.1,1-dichloroethane","AnalyticalResultValue.1,2,3-trichloropropane","AnalyticalResultValue.1,3-butadiene","AnalyticalResultValue.1,4-dioxane",AnalyticalResultValue.17-alpha-ethynylestrad,AnalyticalResultValue.17-beta-estradiol,"AnalyticalResultValue.4-androstene-3,17-dion",AnalyticalResultValue.Aerobic spores,AnalyticalResultValue.E. coli,AnalyticalResultValue.Enterococci,AnalyticalResultValue.Enteroviruses (RT-qPCR,AnalyticalResultValue.Enteroviruses (cell cu,AnalyticalResultValue.HCFC-22,AnalyticalResultValue.Halon 1011,AnalyticalResultValue.Male specific phage,AnalyticalResultValue.Noroviruses GIA,AnalyticalResultValue.Noroviruses GIB,AnalyticalResultValue.Noroviruses GII,AnalyticalResultValue.PFBS,AnalyticalResultValue.PFHpA,AnalyticalResultValue.PFHxS,AnalyticalResultValue.PFNA,AnalyticalResultValue.PFOA,AnalyticalResultValue.PFOS,AnalyticalResultValue.Somatic phage,AnalyticalResultValue.Total coliforms,AnalyticalResultValue.bromomethane,AnalyticalResultValue.chlorate,AnalyticalResultValue.chloromethane,AnalyticalResultValue.chromium,AnalyticalResultValue.chromium-6,AnalyticalResultValue.cobalt,AnalyticalResultValue.equilin,AnalyticalResultValue.estriol,AnalyticalResultValue.estrone,AnalyticalResultValue.germanium,AnalyticalResultValue.manganese,AnalyticalResultValue.molybdenum,AnalyticalResultValue.n-propylbenzene,AnalyticalResultValue.sec-butylbenzene,AnalyticalResultValue.strontium,AnalyticalResultValue.tellurium,AnalyticalResultValue.testosterone,AnalyticalResultValue.vanadium,"indices.1,1-dichloroethane","indices.1,2,3-trichloropropane","indices.1,3-butadiene","indices.1,4-dioxane",indices.17-alpha-ethynylestrad,indices.17-beta-estradiol,"indices.4-androstene-3,17-dion",indices.Aerobic spores,indices.E. coli,indices.Enterococci,indices.Enteroviruses (RT-qPCR,indices.Enteroviruses (cell cu,indices.HCFC-22,indices.Halon 1011,indices.Male specific phage,indices.Noroviruses GIA,indices.Noroviruses GIB,indices.Noroviruses GII,indices.PFBS,indices.PFHpA,indices.PFHxS,indices.PFNA,indices.PFOA,indices.PFOS,indices.Somatic phage,indices.Total coliforms,indices.bromomethane,indices.chlorate,indices.chloromethane,indices.chromium,indices.chromium-6,indices.cobalt,indices.equilin,indices.estriol,indices.estrone,indices.germanium,indices.manganese,indices.molybdenum,indices.n-propylbenzene,indices.sec-butylbenzene,indices.strontium,indices.tellurium,indices.testosterone,indices.vanadium,countyname,state,indices.sum,population
19113,52411,IA5758021,0.021213203,0.021213203,0.070710678,0.12,0.000636396,0.000282843,0.000212132,,,,,,0.1,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,2.1,2,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,11,1.7,0.021213203,0.028284271,1563.7,0.707106781,7.07E-05,1.5,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,0,0,2,2,0,0,0,0,0,2,1,0,0,4,0,0,1,LINN,IA,14,216111.00
48423,75791,TX2120063,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.101,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,4080,0.26,1.18,0.261,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,6.5,0.707106781,0.021213203,0.028284271,1400,0.707106781,7.07E-05,1.19,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,3,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,1,SMITH,TX,13,216080.00
4025,86351,AZ0413320,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.17,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,320,0.141421356,17,16,1.1,0.002828427,0.000565685,0.001414214,0.707106781,3.05,12,0.021213203,0.028284271,1200,0.707106781,7.07E-05,34,0,0,0,0,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,2,3,1,0,0,0,0,1,2,0,0,4,0,0,3,YAVAPAI,AZ,19,215133.00
25001,2673,MA4351000,0.23,0.021213203,0.070710678,0.37,0.000636396,0.000282843,0.000212132,,,,,,0.89,0.042426407,,,,,0.06363961,0.058,0.27,0.035,0.062,0.43,,,0.141421356,599.263,0.141421356,19,20,1.3,0.002828427,0.000565685,0.001414214,0.707106781,13.644,2.1,0.021213203,0.028284271,130,0.707106781,7.07E-05,1.6,1,0,0,1,0,0,0,,,,,,2,0,,,,,0,1,1,1,1,2,,,0,2,0,2,3,1,0,0,0,0,2,1,0,0,3,0,0,1,BARNSTABLE,MA,25,214990.00
36063,14304,NY3600599,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,650,0.141421356,0.39,0.14,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,2.7,1.3,0.021213203,0.028284271,190,0.707106781,7.07E-05,0.3,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,1,NIAGARA,NY,10,214249.00
51760,23221,VA4760100,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1400,0.141421356,1,0.55,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,130,,7.07E-05,1.2,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,0,,,3,,0,1,RICHMOND CITY,VA,9,214114.00
42069,18642,PA2580023,0.021213203,0.021213203,0.070710678,0.12,0.000636396,0.000282843,0.001,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.3,570,0.141421356,7.9,0.6,1.3,0.002828427,0.000565685,0.001414214,,,0.707106781,,,4351,,7.07E-05,0.4,0,0,0,1,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,1,2,0,2,2,1,0,0,0,,,0,,,5,,0,1,LACKAWANNA,PA,16,213931.00
35013,88032,NM3591907,0.021213203,0.021213203,0.070710678,2.6,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,4512,0.141421356,9.1,8.4,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,12.4,25,0.021213203,0.028284271,3000,0.707106781,7.07E-05,13,0,0,0,2,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,3,0,2,3,0,0,0,0,0,2,2,0,0,5,0,0,2,DONA ANA,NM,21,213460.00
37129,28428,NC0465232,0.021213203,0.021213203,0.070710678,4.7,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.06,,,,,0.06363961,0.027,0.021213203,0.014142136,0.014142136,0.028284271,,,0.4,300,1.1,1.2,0.11,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,640,,7.07E-05,0.54,0,0,0,2,0,0,0,,,,,,0,1,,,,,0,1,0,0,0,0,,,1,2,1,1,1,0,0,0,0,,,0,,,4,,0,1,NEW HANOVER,NC,15,213267.00
37179,28174,NC0190413,0.021213203,0.021213203,0.070710678,0.27,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,526,0.141421356,0.29,0.2,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,130,,7.07E-05,1.3,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,0,,,3,,0,1,UNION,NC,9,212756.00
13151,30273,GA1510003,0.021213203,0.021213203,0.070710678,0.16462,0.000636396,0.000282843,0.000212132,,,,,,0.097,0.042426407,,,,,0.06363961,0.01028,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,795.475,0.141421356,4.5,0.62,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,67.783,,7.07E-05,0.662,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,1,0,0,0,0,,,0,2,0,2,2,0,0,0,0,,,0,,,3,,0,1,HENRY,GA,13,211128.00
12109,32259,FL2554471,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1300,0.141421356,0.33,0.097,0.707106781,0.002828427,0.000565685,0.001414214,,,1.3,,,5200,,0.00013,0.68,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,1,,,5,,1,1,ST. JOHNS,FL,12,209647.00
37071,28120,NC0136020,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,150,0.141421356,0.34,0.3,0.707106781,,,,,,0.707106781,,,37,,,0.56,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,2,0,,,,,,0,,,3,,,1,GASTON,NC,8,209420.00
41029,97526,OR4100513,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,610,0.141421356,1.8,0.31,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,110,,7.07E-05,13.9,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,0,,,3,,0,2,JACKSON,OR,10,208545.00
42125,16102,PA6370034,0.021213203,0.021213203,0.070710678,0.15,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.1,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,370,0.141421356,1.1,0.73,0.707106781,0.002828427,0.000565685,0.001414214,,,1.2,,,446,,7.07E-05,0.3,0,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,1,,,4,,0,1,WASHINGTON,PA,13,208206.00
10005,19933,DE00A0341,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.3,0.22,3.8,,,,0.707106781,170,0.707106781,0.021213203,0.028284271,230,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,1,1,,,,0,3,0,0,0,3,0,,0,SUSSEX,DE,9,206649.00
39155,44483,OH7804303,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,352,0.141421356,1.5,1.5,0.707106781,,,,0.707106781,1.257,1.6,0.021213203,0.028284271,130,0.707106781,,0.95,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,1,1,0,0,3,0,,1,TRUMBULL,OH,11,206442.00
53073,98295,WA5395904,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,1,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,179.377,0.141421356,0.6,0.725,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,28,7.02,0.021213203,0.028284271,269,0.707106781,7.07E-05,1.3445,0,0,0,0,0,0,0,,,,,,0,2,,,,,0,0,0,0,0,0,,,0,1,0,1,2,0,0,0,0,0,2,1,0,0,3,0,0,1,WHATCOM,WA,13,206353.00
17019,61878,IL0195500,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,644,0.141421356,1.228,1.328,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,6.89,6.972,0.021213203,0.028284271,950,0.707106781,7.07E-05,0.554,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,1,1,0,0,4,0,0,1,CHAMPAIGN,IL,12,204897.00
6113,95776,CA5710009,0.021213203,0.021213203,0.070710678,0.094,0.000636396,0.000282843,0.000212132,,,,,,1.2,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,870,0.141421356,45,47,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,3.79,4,0.021213203,0.028284271,1100,0.707106781,7.07E-05,24,0,0,0,1,0,0,0,,,,,,2,0,,,,,0,0,0,0,0,0,,,0,2,0,3,4,0,0,0,0,0,1,1,0,0,4,0,0,3,YOLO,CA,21,204593.00
1117,35124,AL0001671,0.021213203,0.021213203,0.070710678,0.4,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.01,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,850,0.141421356,1.3,0.82,0.707106781,,,,,,2.5,,,132,,,4.5,0,0,0,1,,,,,,,,,0,0,,,,,0,1,0,0,0,0,,,0,2,0,1,2,0,,,,,,1,,,3,,,2,SHELBY,AL,13,204180.00
48041,77843,TX0210017,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,870,0.141421356,0.141421356,0.134,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,358,,7.07E-05,1.51,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,0,1,0,0,0,0,,,0,,,4,,0,1,BRAZOS,TX,8,203164.00
4015,86440,AZ0408063,0.021213203,0.021213203,0.070710678,0.086,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1000,0.141421356,69,79,0.707106781,,,,0.707106781,24,19,0.021213203,0.028284271,5400,0.707106781,,19,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,3,4,0,,,,0,2,2,0,0,5,0,,2,MOHAVE,AZ,21,203030.00
13215,31902,GA2150000,0.021213203,0.021213203,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,120,0.141421356,0.29,0.12,0.707106781,0.002828427,0.000565685,0.001414214,,,2.1,,,58,,7.07E-05,0.58,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,1,,,3,,0,1,MUSCOGEE,GA,9,202824.00
13245,30909,GA2450000,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,310,0.141421356,2.4,0.347,0.707106781,0.002828427,0.000565685,0.001414214,,,5,,,230,,7.07E-05,2.9,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,,,1,,,3,,0,2,RICHMOND,GA,12,202003.00
4027,85367,AZ0414030,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.23,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1700,0.141421356,4,0.72,1.1,0.002828427,0.000565685,0.001414214,,,12,,,5600,,7.07E-05,5.8,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,2,2,1,0,0,0,,,2,,,5,,0,2,YUMA,AZ,17,201201.00
1125,35574,AL0001540,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.0003,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1300,0.141421356,0.5,0.51,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,76.9,1.4,0.021213203,0.028284271,110,0.707106781,7.07E-05,0.4,0,0,0,0,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,2,1,0,0,3,0,0,1,TUSCALOOSA,AL,13,200821.00
18039,46528,IN5220009,0.021213203,0.021213203,0.070710678,0.1,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.14,0.707106781,,,,0.707106781,41,3,0.021213203,0.028284271,190,0.707106781,,0.141421356,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,1,0,,,,0,2,1,0,0,3,0,,0,ELKHART,IN,8,200563.00
27137,55812,MN1690022,0.021213203,0.021213203,0.070710678,0.16,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,50.897,0.141421356,0.95,0.67,0.707106781,,,,0.707106781,0.707106781,0.707106781,0.021213203,0.028284271,176,0.707106781,,2.2,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,2,0,,,,0,0,0,0,0,3,0,,2,ST. LOUIS,MN,10,200540.00
39025,45176,OH8300512,0.13,0.021213203,0.070710678,0.31,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,870,0.141421356,0.24,0.063,0.707106781,0.002828427,0.000565685,0.001414214,,,3.976,,,390,,7.07E-05,1.037,1,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,1,,,4,,0,1,CLERMONT,OH,12,200218.00
23031,4084,ME0091680,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.11,0.014142136,0.014142136,0.29,,,0.141421356,310,0.141421356,0.6,0.5,0.707106781,0.002828427,0.000565685,0.001414214,,,1.5,,,170,,7.07E-05,0.95,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,1,0,0,1,,,0,2,0,1,2,0,0,0,0,,,1,,,3,,0,1,YORK,ME,12,199431.00
17167,62757,IL1671200,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.0005,,,,,,0.056568542,0.495,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,741.873,0.141421356,2.67,2.174,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,13.502,1.391,0.021213203,0.028284271,178.168,0.707106781,7.07E-05,5.6,0,0,0,0,0,0,1,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,2,1,0,0,3,0,0,2,SANGAMON,IL,16,199145.00
47187,38401,TN0000791,0.021213203,0.021213203,0.070710678,0.0937,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.02,0.028284271,,,0.141421356,1100,0.7,0.27,0.25,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,750,,7.07E-05,0.87,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,1,0,,,0,2,1,1,1,0,0,0,0,,,0,,,4,,0,1,WILLIAMSON,TN,12,198901.00
16027,83651,ID4010141,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.157,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,170,0.141421356,11.3,6.164,0.707106781,,,,0.707106781,4.4,7.51,0.021213203,0.028284271,560,0.707106781,,31.8,0,0,0,0,,,,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,1,0,2,3,0,,,,0,1,1,0,0,4,0,,3,CANYON,ID,16,198871.00
36007,13901,NY1101759,0.042,0.021213203,0.070710678,3.60326,0.000636396,0.000282843,0.000212132,,,,,,0.1,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1100,0.141421356,0.63,0.31,1.5,0.002828427,0.000565685,0.001414214,0.707106781,29,0.707106781,0.021213203,0.028284271,599.4152,0.707106781,7.07E-05,0.47,1,0,0,2,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,1,0,0,0,0,2,0,0,0,4,0,0,1,BROOME,NY,17,197534.00
26145,48867,MI0006580,0.021213203,0.021213203,0.070710678,0.088,,,,,,,,,0.314,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,568.657,0.141421356,0.63,0.42,0.707106781,,,,0.707106781,4.078,6.938,0.021213203,0.028284271,263,0.707106781,,0.777,0,0,0,1,,,,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,1,1,0,0,3,0,,1,SAGINAW,MI,13,196542.00
28047,39573,MS0240084,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.468,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.575,1.975,0.26,0.707106781,0.002828427,0.000565685,0.001414214,1.6,20.8,1.4,0.021213203,0.028284271,223.818,0.707106781,7.07E-05,2.15,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,0,1,1,1,0,0,0,0,1,2,1,0,0,3,0,0,2,HARRISON,MS,13,196500.00
12019,32234,FL2161328,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1300,0.141421356,0.33,0.097,0.707106781,0.002828427,0.000565685,0.001414214,,,2.765,,,5200,,0.00013,0.68,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,1,,,5,,1,1,CLAY,FL,12,196399.00
1003,36580,AL0000053,0.1,0.06,0.070710678,0.28,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,560,0.141421356,4.1,3.2,2.4,,,,,,0.707106781,,,170,,,0.4,1,1,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,3,1,,,,,,0,,,3,,,1,BALDWIN,AL,15,195540.00
13117,30534,GA1210005,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,485,0.141421356,0.75,0.55,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,65,,7.07E-05,0.93,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,0,,,3,,0,1,FORSYTH,GA,9,195405.00
22019,70669,LA1019116,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,470,0.41,0.32,0.18,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,140,9.8,0.021213203,0.028284271,424,0.707106781,7.07E-05,0.141421356,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,1,1,1,0,0,0,0,0,3,1,0,0,4,0,0,0,CALCASIEU,LA,13,195296.00
55101,53403,WI2681741,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,207.426,0.141421356,2.787,0.26,0.707106781,0.002828427,0.000565685,0.001414214,,,1.327,,,153.811,,7.07E-05,0.655,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,1,0,0,0,0,,,1,,,3,,0,1,RACINE,WI,10,195041.00
45015,29461,SC0820002,0.021213203,0.021213203,0.070710678,0.26,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.23,0.082,0.707106781,,,,,,1.6,,,58,,,1.1,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,1,0,,,,,,1,,,3,,,1,BERKELEY,SC,8,194020.00
12091,32578,FL1460775,0.021213203,0.021213203,0.070710678,0.41,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,46,0.141421356,0.6,0.26,0.707106781,0.002828427,0.000565685,0.001414214,,,37,,,4300,,7.07E-05,0.7,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,2,,,5,,0,1,OKALOOSA,FL,12,193811.00
54039,25177,WV3302031,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,22.2,0.141421356,0.38,0.075,0.707106781,,,,,,0.707106781,,,1160,,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,,,,,,0,,,4,,,0,KANAWHA,WV,7,191275.00
15001,96778,HI0000156,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,310,0.141421356,4.1,4.4,0.707106781,,,,0.707106781,0.707106781,9.5,0.021213203,0.028284271,270,0.707106781,,98,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,3,0,,,,0,0,1,0,0,3,0,,3,HAWAII,HI,14,190821.00
45007,29673,SC3910004,0.021213203,0.021213203,0.070710678,3.6,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,620,0.141421356,0.67,0.2,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,68,,7.07E-05,1.1,0,0,0,2,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,0,,,3,,0,1,ANDERSON,SC,10,190641.00
