COUNTY,ZIPCODE,PWSID,"AnalyticalResultValue.1,1-dichloroethane","AnalyticalResultValue.1,2,3-trichloropropane","AnalyticalResultValue.1,3-butadiene","AnalyticalResultValue.1,4-dioxane",AnalyticalResultValue.17-alpha-ethynylestrad,AnalyticalResultValue.17-beta-estradiol,"AnalyticalResultValue.4-androstene-3,17-dion",AnalyticalResultValue.Aerobic spores,AnalyticalResultValue.E. coli,AnalyticalResultValue.Enterococci,AnalyticalResultValue.Enteroviruses (RT-qPCR,AnalyticalResultValue.Enteroviruses (cell cu,AnalyticalResultValue.HCFC-22,AnalyticalResultValue.Halon 1011,AnalyticalResultValue.Male specific phage,AnalyticalResultValue.Noroviruses GIA,AnalyticalResultValue.Noroviruses GIB,AnalyticalResultValue.Noroviruses GII,AnalyticalResultValue.PFBS,AnalyticalResultValue.PFHpA,AnalyticalResultValue.PFHxS,AnalyticalResultValue.PFNA,AnalyticalResultValue.PFOA,AnalyticalResultValue.PFOS,AnalyticalResultValue.Somatic phage,AnalyticalResultValue.Total coliforms,AnalyticalResultValue.bromomethane,AnalyticalResultValue.chlorate,AnalyticalResultValue.chloromethane,AnalyticalResultValue.chromium,AnalyticalResultValue.chromium-6,AnalyticalResultValue.cobalt,AnalyticalResultValue.equilin,AnalyticalResultValue.estriol,AnalyticalResultValue.estrone,AnalyticalResultValue.germanium,AnalyticalResultValue.manganese,AnalyticalResultValue.molybdenum,AnalyticalResultValue.n-propylbenzene,AnalyticalResultValue.sec-butylbenzene,AnalyticalResultValue.strontium,AnalyticalResultValue.tellurium,AnalyticalResultValue.testosterone,AnalyticalResultValue.vanadium,"indices.1,1-dichloroethane","indices.1,2,3-trichloropropane","indices.1,3-butadiene","indices.1,4-dioxane",indices.17-alpha-ethynylestrad,indices.17-beta-estradiol,"indices.4-androstene-3,17-dion",indices.Aerobic spores,indices.E. coli,indices.Enterococci,indices.Enteroviruses (RT-qPCR,indices.Enteroviruses (cell cu,indices.HCFC-22,indices.Halon 1011,indices.Male specific phage,indices.Noroviruses GIA,indices.Noroviruses GIB,indices.Noroviruses GII,indices.PFBS,indices.PFHpA,indices.PFHxS,indices.PFNA,indices.PFOA,indices.PFOS,indices.Somatic phage,indices.Total coliforms,indices.bromomethane,indices.chlorate,indices.chloromethane,indices.chromium,indices.chromium-6,indices.cobalt,indices.equilin,indices.estriol,indices.estrone,indices.germanium,indices.manganese,indices.molybdenum,indices.n-propylbenzene,indices.sec-butylbenzene,indices.strontium,indices.tellurium,indices.testosterone,indices.vanadium,countyname,state,indices.sum,population
21229,40342,KY1150415,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.0656,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,886,0.141421356,0.7,0.33,1.31,0.002828427,0.000565685,0.001414214,0.707106781,2.6,3.05,0.021213203,0.028284271,515.1,0.707106781,7.07E-05,1,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,1,2,1,0,0,0,0,1,1,0,0,4,0,0,1,WASHINGTON,KY,14,11875.00
48297,78102,TX1490002,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.121,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,241,0.141421356,0.239,0.04,0.707106781,,,,0.707106781,5.5,3.52,0.021213203,0.028284271,732,0.707106781,,8.69,0,0,0,0,,,,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,1,1,0,0,4,0,,2,LIVE OAK,TX,13,11867.00
51183,23867,VA3081550,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,600.475,0.141421356,0.141421356,0.0438,0.707106781,,,,0.707106781,23.039,0.707106781,0.021213203,0.028284271,67.6,0.707106781,,0.27,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,0,1,0,,,,0,2,0,0,0,3,0,,1,SUSSEX,VA,9,11810.00
8105,81101,CO0102300,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,RIO GRANDE,CO,0,11803.00
54023,26855,WV3301206,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,GRANT,WV,0,11759.00
19119,51249,IA7227701,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.0561,0.707106781,,,,0.707106781,2.32,3.39,0.021213203,0.028284271,297,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,1,0,,,,0,1,1,0,0,3,0,,0,LYON,IA,6,11712.00
47039,38363,TN0000883,0.021213203,0.021213203,0.070710678,0.43465,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,674.413,0.141421356,0.4,0.079,0.707106781,,,,0.707106781,5.1,0.707106781,0.021213203,0.028284271,75.042,0.707106781,,0.713,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,1,0,0,0,3,0,,1,DECATUR,TN,10,11661.00
37073,27919,NC0472025,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,GATES,NC,0,11650.00
47121,37322,TN0000183,0.021213203,0.021213203,0.070710678,0.16,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,250,0.141421356,0.3,0.293,0.707106781,,,,0.707106781,0.707106781,0.707106781,0.021213203,0.028284271,73,0.707106781,,0.5,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,0,0,0,0,3,0,,1,MEIGS,TN,9,11649.00
13149,30263,GA0770042,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.166,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,683.295,0.141421356,1.1,1.3,0.707106781,0.002828427,0.000565685,0.001414214,,,1.688,,,1300,,7.07E-05,3.1,0,0,0,0,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,1,,,4,,0,2,HEARD,GA,13,11558.00
47087,38506,TN0000791,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.02,0.028284271,,,0.141421356,1100,0.141421356,0.602,0.569,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,160,,7.07E-05,0.8,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,1,0,,,0,2,0,1,2,0,0,0,0,,,0,,,3,,0,1,JACKSON,TN,10,11517.00
30043,59701,MT0003960,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,270.5,0.141421356,0.141421356,0.0413,0.707106781,0.002828427,0.000565685,0.001414214,,,1.594,,,101.9,,7.07E-05,1.192,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,0,1,0,0,0,0,,,1,,,3,,0,1,JEFFERSON,MT,8,11512.00
22123,71263,LA1123004,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,WEST CARROLL,LA,0,11465.00
40103,74601,OK1021202,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.484,0.284,0.707106781,,,,,,2.91,,,721,,,0.434,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,1,0,,,,,,1,,,4,,,1,NOBLE,OK,8,11446.00
41049,97838,OR4100372,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,160,0.141421356,0.36,0.31,0.707106781,,,,0.707106781,0.707106781,13,0.021213203,0.028284271,400,0.707106781,,20,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,2,0,,,,0,0,2,0,0,4,0,,3,MORROW,OR,13,11336.00
19115,52761,IA7048001,0.388,0.021213203,0.070710678,0.529,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,2.3,2.402,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,1.6,3.7,0.021213203,0.028284271,152,0.707106781,7.07E-05,1.6,2,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,2,2,0,0,0,0,0,1,1,0,0,3,0,0,1,LOUISA,IA,13,11282.00
53059,98671,WA5393400,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,28,0.141421356,0.141421356,0.072,0.707106781,,,,,,0.707106781,,,65,,,3.3,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,,,,,,0,,,3,,,2,SKAMANIA,WA,7,11274.00
5011,71671,AR0000107,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.021213203,0.707106781,,,,0.707106781,22,0.707106781,0.021213203,0.028284271,410,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,2,0,0,0,4,0,,0,BRADLEY,AR,6,11249.00
13005,31554,GA0050001,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,78.594,0.141421356,0.141421356,0.036,0.707106781,,,,0.707106781,16.343,0.707106781,0.021213203,0.028284271,27.673,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,,,,0,2,0,0,0,2,0,,0,BACON,GA,6,11216.00
21087,42743,KY1090060,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,886,0.141421356,0.53,0.54,1.31,0.002828427,0.000565685,0.001414214,0.707106781,17.59,3.05,0.021213203,0.028284271,133,0.707106781,7.07E-05,0.585,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,1,0,0,0,0,2,1,0,0,3,0,0,1,GREEN,KY,13,11180.00
28103,39354,MS0350003,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,NOXUBEE,MS,0,11089.00
48379,75497,TX1160048,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,1.13,14.14213562,1.48,0.331,0.0324,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,126,0.707106781,0.021213203,0.028284271,291,0.707106781,7.07E-05,0.336,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,3,0,0,0,3,0,0,1,RAINS,TX,11,11065.00
21131,41777,KY0660204,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,LESLIE,KY,0,11019.00
40069,74820,OK2006201,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,2000,0.141421356,0.578,0.41,0.707106781,,,,0.707106781,0.707106781,8.12,0.021213203,0.028284271,631,0.707106781,,19.5,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,3,0,1,2,0,,,,0,0,1,0,0,4,0,,2,JOHNSTON,OK,13,10990.00
21041,41098,KY0520192,0.021213203,0.021213203,0.070710678,0.29,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.7,0.33,0.707106781,0.002828427,0.000565685,0.001414214,,,2.8,,,515.1,,7.07E-05,1,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,0,0,0,,,1,,,4,,0,1,CARROLL,KY,10,10953.00
17035,61938,IL0290250,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,1.754,1.695,0.707106781,,,,,,0.707106781,,,94.0689,,,2.953,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,,,,,,0,,,3,,,2,CUMBERLAND,IL,8,10939.00
27121,56349,MN1610007,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.021213203,0.707106781,0.002828427,0.000565685,0.001414214,,,1.3,,,215,,7.07E-05,0.141421356,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,1,,,3,,0,0,POPE,MN,4,10932.00
1037,35150,AL0001265,0.049,0.021213203,0.070710678,0.36,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.01,0.021213203,0.014142136,0.02,0.028284271,,,0.141421356,960,0.141421356,0.37,0.18,0.707106781,,,,,,1.6,,,73,,,0.6,1,0,0,1,,,,,,,,,0,0,,,,,0,1,0,0,1,0,,,0,2,0,1,1,0,,,,,,1,,,3,,,1,COOSA,AL,13,10898.00
22091,70744,LA1063022,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.061,0.707106781,,,,0.707106781,24.815,0.707106781,0.021213203,0.028284271,8.33,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,1,0,,,,0,2,0,0,0,2,0,,0,ST. HELENA,LA,5,10875.00
16021,83805,ID1110042,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,BOUNDARY,ID,0,10853.00
13109,30453,GA2670005,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.021213203,0.707106781,,,,0.707106781,4.1,0.707106781,0.021213203,0.028284271,230,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,1,0,0,0,3,0,,0,EVANS,GA,4,10833.00
27075,55616,MN1380005,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,50.897,0.141421356,0.141421356,0.073,0.707106781,,,,0.707106781,0.707106781,0.707106781,0.021213203,0.028284271,23.91,0.707106781,,0.24,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,,,,0,0,0,0,0,2,0,,1,LAKE,MN,5,10777.00
40077,74966,OK3006112,0.021213203,0.021213203,0.070710678,0.19,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,71,0.141421356,0.141421356,0.16,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,27,0.707106781,0.021213203,0.028284271,63,0.707106781,7.07E-05,0.6,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,LATIMER,OK,9,10775.00
49015,84501,UTAH04007,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,110,0.141421356,0.141421356,0.0348,0.707106781,,,,0.707106781,5.396,1.427,0.021213203,0.028284271,421,0.707106781,,1.74,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,,,,0,1,1,0,0,4,0,,1,EMERY,UT,9,10749.00
48031,78669,TX2270007,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,BLANCO,TX,0,10723.00
1085,36775,AL0000500,0.03,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,55,0.141421356,1.7,0.24,0.707106781,,,,0.707106781,23.9,0.707106781,0.021213203,0.028284271,1300,0.707106781,,0.273,1,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,,,,0,2,0,0,0,4,0,,1,LOWNDES,AL,11,10703.00
21171,42167,KY0860426,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,87.6,0.141421356,11.3,0.16,0.707106781,,,,0.707106781,3.5,1.17,0.021213203,0.028284271,205,0.707106781,,0.769,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,2,1,0,,,,0,1,1,0,0,3,0,,1,MONROE,KY,10,10681.00
21187,41098,KY0340250,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.7,0.33,0.707106781,0.002828427,0.000565685,0.001414214,,,1.5,,,515.1,,7.07E-05,1,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,0,0,0,,,1,,,4,,0,1,OWEN,KY,9,10662.00
48159,75457,TX0800001,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,FRANKLIN,TX,0,10660.00
1011,36081,AL0001124,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.2,0.141421356,0.021213203,0.707106781,,,,,,1.1,,,810,,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,,,1,,,4,,,0,BULLOCK,AL,6,10639.00
18025,47137,IN5210015,0.021213203,0.021213203,0.070710678,0.273,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.4,0.42,0.707106781,,,,0.707106781,5.3,6.1,0.021213203,0.028284271,214,0.707106781,,0.8,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,,,,0,1,1,0,0,3,0,,1,CRAWFORD,IN,10,10621.00
40105,74048,OK3005301,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,NOWATA,OK,0,10555.00
28097,38925,MS0490002,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.021213203,0.707106781,,,,0.707106781,50,0.707106781,0.021213203,0.028284271,601.403,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,2,0,0,0,4,0,,0,MONTGOMERY,MS,6,10553.00
13099,39832,GA0990007,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,EARLY,GA,0,10542.00
18155,47250,IN5239006,0.46,0.021213203,0.070710678,0.21,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.23,0.15,0.707106781,,,,,,2.1,,,316,,,0.24,2,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,1,0,,,,,,1,,,4,,,1,SWITZERLAND,IN,11,10526.00
48077,76310,TX2430006,0.021213203,0.021213203,0.070710678,0.08,,,,,,,,,0.056568542,2,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,250,0.141421356,1.4,1.2,0.707106781,,,,0.707106781,5,2.2,0.021213203,0.028284271,470,0.707106781,,7.7,0,0,0,1,,,,,,,,,0,2,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,1,1,0,0,4,0,,2,CLAY,TX,16,10473.00
31089,68764,NE3100303,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,3.991,3.9,0.707106781,,,,0.707106781,0.707106781,2.7,0.021213203,0.028284271,329.077,0.707106781,,11.72,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,2,3,0,,,,0,0,1,0,0,4,0,,2,HOLT,NE,12,10449.00
25019,2554,MA4197000,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,,0.141421356,0.4,0.44,0.707106781,,,,,,0.707106781,,,190,,,1.3,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,,0,1,2,0,,,,,,0,,,3,,,1,NANTUCKET,MA,7,10399.00
28015,38930,MS0490002,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.094,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,1.657,0.021213203,0.707106781,,,,0.707106781,50,0.707106781,0.021213203,0.028284271,95,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,0,0,1,0,0,,,,0,2,0,0,0,3,0,,0,CARROLL,MS,7,10385.00
48403,75948,TX2020067,0.021213203,0.021213203,0.070710678,0.0882,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,125,0.141421356,0.263,0.108,0.707106781,,,,,,0.707106781,,,252,,,0.622,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,,,,,,0,,,3,,,1,SABINE,TX,8,10361.00
30009,59014,MT0000165,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,1.07,1.25,0.707106781,,,,0.707106781,0.707106781,1.15,0.021213203,0.028284271,1010,0.707106781,,0.954,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,,,,0,0,1,0,0,4,0,,1,CARBON,MT,9,10340.00
46019,57717,SD4600508,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.21,0.302,0.707106781,,,,0.707106781,0.707106781,21.6,0.021213203,0.028284271,3980,0.707106781,,3.1,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,,,,0,0,2,0,0,5,0,,2,BUTTE,SD,12,10330.00
53043,99004,WA5321900,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.021213203,0.707106781,,,,,,0.707106781,,,127,,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,,0,,,3,,,0,LINCOLN,WA,3,10301.00
