,COUNTY,"AnalyticalResultValue.count.1,1-dichloroethane","AnalyticalResultValue.count.1,2,3-trichloropropane","AnalyticalResultValue.count.1,3-butadiene","AnalyticalResultValue.count.1,4-dioxane",AnalyticalResultValue.count.17-alpha-ethynylestrad,AnalyticalResultValue.count.17-beta-estradiol,"AnalyticalResultValue.count.4-androstene-3,17-dion",AnalyticalResultValue.count.Aerobic spores,AnalyticalResultValue.count.E. coli,AnalyticalResultValue.count.Enterococci,AnalyticalResultValue.count.Enteroviruses (RT-qPCR,AnalyticalResultValue.count.Enteroviruses (cell cu,AnalyticalResultValue.count.HCFC-22,AnalyticalResultValue.count.Halon 1011,AnalyticalResultValue.count.Male specific phage,AnalyticalResultValue.count.Noroviruses GIA,AnalyticalResultValue.count.Noroviruses GIB,AnalyticalResultValue.count.Noroviruses GII,AnalyticalResultValue.count.PFBS,AnalyticalResultValue.count.PFHpA,AnalyticalResultValue.count.PFHxS,AnalyticalResultValue.count.PFNA,AnalyticalResultValue.count.PFOA,AnalyticalResultValue.count.PFOS,AnalyticalResultValue.count.Somatic phage,AnalyticalResultValue.count.Total coliforms,AnalyticalResultValue.count.bromomethane,AnalyticalResultValue.count.chlorate,AnalyticalResultValue.count.chloromethane,AnalyticalResultValue.count.chromium,AnalyticalResultValue.count.chromium-6,AnalyticalResultValue.count.cobalt,AnalyticalResultValue.count.equilin,AnalyticalResultValue.count.estriol,AnalyticalResultValue.count.estrone,AnalyticalResultValue.count.germanium,AnalyticalResultValue.count.manganese,AnalyticalResultValue.count.molybdenum,AnalyticalResultValue.count.n-propylbenzene,AnalyticalResultValue.count.sec-butylbenzene,AnalyticalResultValue.count.strontium,AnalyticalResultValue.count.tellurium,AnalyticalResultValue.count.testosterone,AnalyticalResultValue.count.vanadium,"indices.count.1,1-dichloroethane","indices.count.1,2,3-trichloropropane","indices.count.1,3-butadiene","indices.count.1,4-dioxane",indices.count.17-alpha-ethynylestrad,indices.count.17-beta-estradiol,"indices.count.4-androstene-3,17-dion",indices.count.Aerobic spores,indices.count.E. coli,indices.count.Enterococci,indices.count.Enteroviruses (RT-qPCR,indices.count.Enteroviruses (cell cu,indices.count.HCFC-22,indices.count.Halon 1011,indices.count.Male specific phage,indices.count.Noroviruses GIA,indices.count.Noroviruses GIB,indices.count.Noroviruses GII,indices.count.PFBS,indices.count.PFHpA,indices.count.PFHxS,indices.count.PFNA,indices.count.PFOA,indices.count.PFOS,indices.count.Somatic phage,indices.count.Total coliforms,indices.count.bromomethane,indices.count.chlorate,indices.count.chloromethane,indices.count.chromium,indices.count.chromium-6,indices.count.cobalt,indices.count.equilin,indices.count.estriol,indices.count.estrone,indices.count.germanium,indices.count.manganese,indices.count.molybdenum,indices.count.n-propylbenzene,indices.count.sec-butylbenzene,indices.count.strontium,indices.count.tellurium,indices.count.testosterone,indices.count.vanadium,"AnalyticalResultValue.max.1,1-dichloroethane","AnalyticalResultValue.max.1,2,3-trichloropropane","AnalyticalResultValue.max.1,3-butadiene","AnalyticalResultValue.max.1,4-dioxane",AnalyticalResultValue.max.17-alpha-ethynylestrad,AnalyticalResultValue.max.17-beta-estradiol,"AnalyticalResultValue.max.4-androstene-3,17-dion",AnalyticalResultValue.max.Aerobic spores,AnalyticalResultValue.max.E. coli,AnalyticalResultValue.max.Enterococci,AnalyticalResultValue.max.Enteroviruses (RT-qPCR,AnalyticalResultValue.max.Enteroviruses (cell cu,AnalyticalResultValue.max.HCFC-22,AnalyticalResultValue.max.Halon 1011,AnalyticalResultValue.max.Male specific phage,AnalyticalResultValue.max.Noroviruses GIA,AnalyticalResultValue.max.Noroviruses GIB,AnalyticalResultValue.max.Noroviruses GII,AnalyticalResultValue.max.PFBS,AnalyticalResultValue.max.PFHpA,AnalyticalResultValue.max.PFHxS,AnalyticalResultValue.max.PFNA,AnalyticalResultValue.max.PFOA,AnalyticalResultValue.max.PFOS,AnalyticalResultValue.max.Somatic phage,AnalyticalResultValue.max.Total coliforms,AnalyticalResultValue.max.bromomethane,AnalyticalResultValue.max.chlorate,AnalyticalResultValue.max.chloromethane,AnalyticalResultValue.max.chromium,AnalyticalResultValue.max.chromium-6,AnalyticalResultValue.max.cobalt,AnalyticalResultValue.max.equilin,AnalyticalResultValue.max.estriol,AnalyticalResultValue.max.estrone,AnalyticalResultValue.max.germanium,AnalyticalResultValue.max.manganese,AnalyticalResultValue.max.molybdenum,AnalyticalResultValue.max.n-propylbenzene,AnalyticalResultValue.max.sec-butylbenzene,AnalyticalResultValue.max.strontium,AnalyticalResultValue.max.tellurium,AnalyticalResultValue.max.testosterone,AnalyticalResultValue.max.vanadium,"indices.max.1,1-dichloroethane","indices.max.1,2,3-trichloropropane","indices.max.1,3-butadiene","indices.max.1,4-dioxane",indices.max.17-alpha-ethynylestrad,indices.max.17-beta-estradiol,"indices.max.4-androstene-3,17-dion",indices.max.Aerobic spores,indices.max.E. coli,indices.max.Enterococci,indices.max.Enteroviruses (RT-qPCR,indices.max.Enteroviruses (cell cu,indices.max.HCFC-22,indices.max.Halon 1011,indices.max.Male specific phage,indices.max.Noroviruses GIA,indices.max.Noroviruses GIB,indices.max.Noroviruses GII,indices.max.PFBS,indices.max.PFHpA,indices.max.PFHxS,indices.max.PFNA,indices.max.PFOA,indices.max.PFOS,indices.max.Somatic phage,indices.max.Total coliforms,indices.max.bromomethane,indices.max.chlorate,indices.max.chloromethane,indices.max.chromium,indices.max.chromium-6,indices.max.cobalt,indices.max.equilin,indices.max.estriol,indices.max.estrone,indices.max.germanium,indices.max.manganese,indices.max.molybdenum,indices.max.n-propylbenzene,indices.max.sec-butylbenzene,indices.max.strontium,indices.max.tellurium,indices.max.testosterone,indices.max.vanadium,countyname,state,indices.avg,counts.sum,voc.indices.avg,soc.indices.avg,metal.indices.avg,dbp.indices.avg,pfas.indices.avg,horm.indices.avg,indices.sum
1361,37117,24.0,24.0,24.0,24.0,18.0,18.0,18.0,,,,,,24.0,24.0,,,,,24.0,24.0,24.0,24.0,24.0,24.0,,,24.0,36.0,24.0,36.0,36.0,36.0,18.0,18.0,18.0,,,36.0,,,36.0,,18.0,36.0,24.0,24.0,24.0,24.0,18.0,18.0,18.0,,,,,,24.0,24.0,,,,,24.0,24.0,24.0,24.0,24.0,24.0,,,24.0,36.0,24.0,36.0,36.0,36.0,18.0,18.0,18.0,,,36.0,,,36.0,,18.0,36.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,360.0,0.141421356,0.4,0.23,0.7071067809999999,0.002828427,0.000565685,0.001414214,,,7.6,,,140.0,,7.070000000000001e-05,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.255272505,0.0,0.301029996,0.8846065809999999,0.0,0.0,0.0,0.0,,,0.880813592,,,2.6690067809999998,,0.0,0.322219295,Martin,NC,0.22546245535714288,714.0,0.0,0.0,0.8429460408333332,1.255272505,0.0,0.0,6.31294875
1362,37119,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,36.0,36.0,,,,,36.0,36.0,36.0,36.0,36.0,36.0,,,36.0,56.0,36.0,56.0,56.0,56.0,36.0,36.0,36.0,,,56.0,,,56.0,,36.0,56.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,36.0,36.0,,,,,36.0,36.0,36.0,36.0,36.0,36.0,,,36.0,56.0,36.0,56.0,56.0,56.0,36.0,36.0,36.0,,,56.0,,,56.0,,36.0,56.0,0.021213202999999996,0.021213202999999996,0.070710678,0.27,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,526.0,0.141421356,0.44,0.2,0.7071067809999999,0.002828427,0.000565685,0.001414214,,,0.7071067809999999,,,108.0,,7.070000000000001e-05,1.3,0.0,0.0,0.0,0.586265724,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.419955748,0.0,0.342422681,0.8239087409999999,0.0,0.0,0.0,0.0,,,0.0,,,2.556302501,,0.0,0.812913357,Mecklenburg,NC,0.23363459828571428,1148.0,0.0,0.586265724,0.7559245466666665,1.419955748,0.0,0.0,6.541768752
1363,37123,4.0,4.0,4.0,4.0,,,,,,,,,4.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,8.0,4.0,8.0,8.0,8.0,,,,,,8.0,,,8.0,,,8.0,4.0,4.0,4.0,4.0,,,,,,,,,4.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,8.0,4.0,8.0,8.0,8.0,,,,,,8.0,,,8.0,,,8.0,0.021213202999999996,0.021213202999999996,0.070710678,0.98,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.14,0.7071067809999999,,,,,,0.7071067809999999,,,63.5,,,0.44,0.0,0.0,0.0,1.146128036,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.669006781,0.0,,,,,,0.0,,,2.3256524709999997,,,0.342422681,Montgomery,NC,0.213486189,112.0,0.0,1.146128036,0.5561803221666666,0.0,0.0,,4.483209969
1364,37125,49.0,49.0,49.0,49.0,,,,,,,,,49.0,49.0,,,,,49.0,49.0,49.0,49.0,49.0,49.0,,,49.0,68.0,49.0,66.0,68.0,68.0,,,,,,68.0,,,68.0,,,68.0,49.0,49.0,49.0,49.0,,,,,,,,,49.0,49.0,,,,,49.0,49.0,49.0,49.0,49.0,49.0,,,49.0,68.0,49.0,66.0,68.0,68.0,,,,,,68.0,,,68.0,,,68.0,0.021213202999999996,0.021213202999999996,0.070710678,13.3,,,,,,,,,1.1,0.098,,,,,0.06363961,0.028999999999999998,0.042,0.014142136000000001,0.023,0.076,,,0.141421356,1000.0,0.141421356,0.69,0.69,2.6,,,,,,1.4,,,510.0,,,0.99,0.0,0.0,0.0,2.278753601,,,,,,,,,1.138302698,0.213074825,,,,,0.0,0.462397998,0.146128036,0.0,0.06069784,0.278753601,,,0.0,1.698970004,0.0,0.537819095,1.361727836,0.41497334799999996,,,,,,0.146128036,,,3.2304489210000003,,,0.6946051990000001,Moore,NC,0.6029895732380952,1160.0,0.19305393185714287,2.278753601,1.0642837391666666,1.698970004,0.15799624583333333,,12.662781038
1365,37127,40.0,40.0,40.0,39.0,8.0,8.0,8.0,,,,,,40.0,40.0,,,,,40.0,40.0,40.0,40.0,40.0,40.0,,,40.0,80.0,40.0,80.0,80.0,80.0,8.0,8.0,8.0,64.0,64.0,80.0,32.0,32.0,80.0,64.0,8.0,80.0,40.0,40.0,40.0,39.0,8.0,8.0,8.0,,,,,,40.0,40.0,,,,,40.0,40.0,40.0,40.0,40.0,40.0,,,40.0,80.0,40.0,80.0,80.0,80.0,8.0,8.0,8.0,64.0,64.0,80.0,32.0,32.0,80.0,64.0,8.0,80.0,0.053,0.021213202999999996,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.124,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.05312000000000002,,,0.141421356,540.0,0.141421356,1.3,0.95,0.7071067809999999,0.002828427,0.000565685,0.001414214,0.7071067809999999,538.1709999999998,5.414,0.021213202999999996,0.028284271,190.0,0.7071067809999999,7.070000000000001e-05,1.2409999999999999,0.247154615,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.315270435,,,,,0.0,0.0,0.0,0.0,0.0,0.123198075,,,0.0,1.431363764,0.0,0.812913357,1.500602351,0.0,0.0,0.0,0.0,0.0,2.730920292,0.7335182509999999,0.0,0.0,2.8016323460000003,0.0,0.0,0.7927417859999999,Nash,NC,0.34816106884848486,1431.0,0.08034643571428571,0.0,1.1069013485,1.431363764,0.0205330125,0.0,11.489315272
1366,37129,22.0,22.0,22.0,22.0,4.0,4.0,4.0,,,,,,22.0,22.0,,,,,22.0,22.0,22.0,22.0,22.0,22.0,,,22.0,42.0,22.0,43.0,42.0,43.0,4.0,4.0,4.0,,,43.0,,,43.0,,4.0,43.0,22.0,22.0,22.0,22.0,4.0,4.0,4.0,,,,,,22.0,22.0,,,,,22.0,22.0,22.0,22.0,22.0,22.0,,,22.0,42.0,22.0,43.0,42.0,43.0,4.0,4.0,4.0,,,43.0,,,43.0,,4.0,43.0,0.021213202999999996,0.021213202999999996,0.070710678,4.7,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.06,,,,,0.06363961,0.027000000000000003,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.4,300.0,1.1,1.2,0.11,0.7071067809999999,0.002828427,0.000565685,0.001414214,,,0.7071067809999999,,,640.0,,7.070000000000001e-05,0.54,0.0,0.0,0.0,1.8269998180000002,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.431363764,0.0,0.0,0.0,0.0,,,0.301029996,1.176091259,0.740362689,0.77815125,0.56427143,0.0,0.0,0.0,0.0,,,0.0,,,3.329058719,,0.0,0.431363764,New Hanover,NC,0.3420961674642857,635.0,0.14877038357142855,1.8269998180000002,0.8504741938333332,1.176091259,0.07189396066666666,0.0,9.578692689
1367,37131,20.0,20.0,20.0,20.0,4.0,4.0,4.0,,,,,,20.0,20.0,,,,,20.0,20.0,20.0,20.0,20.0,20.0,,,20.0,40.0,20.0,40.0,40.0,40.0,4.0,4.0,4.0,32.0,32.0,40.0,16.0,16.0,40.0,32.0,4.0,40.0,20.0,20.0,20.0,20.0,4.0,4.0,4.0,,,,,,20.0,20.0,,,,,20.0,20.0,20.0,20.0,20.0,20.0,,,20.0,40.0,20.0,40.0,40.0,40.0,4.0,4.0,4.0,32.0,32.0,40.0,16.0,16.0,40.0,32.0,4.0,40.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,230.0,0.141421356,0.4,0.46,0.7071067809999999,0.002828427,0.000565685,0.001414214,0.7071067809999999,4.887,0.7071067809999999,0.021213202999999996,0.028284271,71.0,0.7071067809999999,7.070000000000001e-05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.06069784,0.0,0.301029996,1.1856365770000001,0.0,0.0,0.0,0.0,0.0,0.6890423390000001,0.0,0.0,0.0,2.374137094,0.0,0.0,0.301029996,Northampton,NC,0.1791386012727273,716.0,0.0,0.0,0.6936389438333334,1.06069784,0.0,0.0,5.911573842000001
1368,37133,24.0,24.0,24.0,26.0,13.0,13.0,13.0,,,,,,24.0,24.0,,,,,29.0,29.0,29.0,29.0,29.0,29.0,,,24.0,42.0,24.0,42.0,42.0,42.0,13.0,13.0,13.0,,,42.0,,,42.0,,13.0,42.0,24.0,24.0,24.0,26.0,13.0,13.0,13.0,,,,,,24.0,24.0,,,,,29.0,29.0,29.0,29.0,29.0,29.0,,,24.0,42.0,24.0,42.0,42.0,42.0,13.0,13.0,13.0,,,42.0,,,42.0,,13.0,42.0,0.021213202999999996,0.021213202999999996,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.22699999999999998,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,1122.829,0.141421356,0.307,0.136,0.7071067809999999,0.002828427,0.000565685,0.001414214,,,1.284,,,253.028,,7.070000000000001e-05,0.5,0.0,0.0,0.0,0.516629796,0.0,0.0,0.0,,,,,,0.0,0.577874607,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.749283625,0.0,0.18610838,0.656417654,0.0,0.0,0.0,0.0,,,0.10856502400000001,,,2.926047328,,0.0,0.397940009,Onslow,NC,0.25424522939285715,753.0,0.0825535152857143,0.516629796,0.7125130658333333,1.749283625,0.0,0.0,7.118866423
1369,37135,36.0,36.0,36.0,36.0,26.0,26.0,26.0,,,,,,36.0,36.0,,,,,36.0,36.0,36.0,36.0,36.0,36.0,,,36.0,69.0,36.0,72.0,67.0,72.0,26.0,26.0,26.0,,,72.0,,,72.0,,26.0,72.0,36.0,36.0,36.0,36.0,26.0,26.0,26.0,,,,,,36.0,36.0,,,,,36.0,36.0,36.0,36.0,36.0,36.0,,,36.0,69.0,36.0,72.0,67.0,72.0,26.0,26.0,26.0,,,72.0,,,72.0,,26.0,72.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.03,0.028284271,,,0.141421356,840.0,0.141421356,0.26,0.07,0.7071067809999999,0.002828427,0.000565685,0.001414214,,,0.7071067809999999,,,75.0,,7.070000000000001e-05,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.17609125899999994,0.0,,,0.0,1.62324929,0.0,0.113943352,0.367976785,0.0,0.0,0.0,0.0,,,0.0,,,2.397940009,,0.0,0.06069784,Orange,NC,0.16928209053571427,1182.0,0.0,0.0,0.49009299766666664,1.62324929,0.029348543166666657,0.0,4.739898535
1370,37137,8.0,8.0,8.0,8.0,,,,,,,,,8.0,8.0,,,,,8.0,8.0,8.0,8.0,8.0,8.0,,,8.0,16.0,8.0,16.0,16.0,16.0,,,,,,16.0,,,16.0,,,16.0,8.0,8.0,8.0,8.0,,,,,,,,,8.0,8.0,,,,,8.0,8.0,8.0,8.0,8.0,8.0,,,8.0,16.0,8.0,16.0,16.0,16.0,,,,,,16.0,,,16.0,,,16.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,14.14213562,0.141421356,0.25,0.021213202999999996,0.7071067809999999,,,,,,0.7071067809999999,,,650.0,,,0.141421356,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.096910013,0.0,0.0,,,,,,0.0,,,3.335792102,,,0.0,Pamlico,NC,0.16346200547619047,224.0,0.0,0.0,0.5721170191666667,0.0,0.0,,3.432702115
1371,37139,6.0,6.0,6.0,6.0,,,,,,,,,6.0,6.0,,,,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,12.0,6.0,12.0,12.0,12.0,,,,4.0,4.0,12.0,2.0,2.0,12.0,4.0,,12.0,6.0,6.0,6.0,6.0,,,,,,,,,6.0,6.0,,,,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,12.0,6.0,12.0,12.0,12.0,,,,4.0,4.0,12.0,2.0,2.0,12.0,4.0,,12.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,927.0,0.141421356,0.58,0.46,0.7071067809999999,,,,0.7071067809999999,35.699,0.7071067809999999,0.021213202999999996,0.028284271,460.0,0.7071067809999999,,1.4,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.6660497380000001,0.0,0.462397998,1.1856365770000001,0.0,,,,0.0,1.552656051,0.0,0.0,0.0,3.185636577,0.0,,0.84509804,Pasquotank,NC,0.3422105761923077,184.0,0.0,0.0,0.9464615320000002,1.6660497380000001,0.0,,8.897474981
1372,37141,6.0,6.0,6.0,6.0,,,,,,,,,6.0,6.0,,,,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,12.0,6.0,12.0,12.0,12.0,,,,4.0,4.0,12.0,2.0,2.0,12.0,4.0,,12.0,6.0,6.0,6.0,6.0,,,,,,,,,6.0,6.0,,,,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,12.0,6.0,12.0,12.0,12.0,,,,4.0,4.0,12.0,2.0,2.0,12.0,4.0,,12.0,0.021213202999999996,0.021213202999999996,0.070710678,3.74684,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,3300.0,0.141421356,0.141421356,0.057999999999999996,0.7071067809999999,,,,0.7071067809999999,26.28,0.7071067809999999,0.021213202999999996,0.028284271,52.361999999999995,0.7071067809999999,,0.45799999999999996,0.0,0.0,0.0,1.728567108,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.217483944,0.0,0.0,0.286306739,0.0,,,,0.0,1.419625361,0.0,0.0,0.0,2.241894972,0.0,,0.35983548200000004,Pender,NC,0.3174505233076923,184.0,0.0,1.728567108,0.4813395321666667,2.217483944,0.0,,8.253713606
1373,37143,2.0,2.0,2.0,2.0,12.0,12.0,12.0,,,,,,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,4.0,2.0,4.0,4.0,4.0,12.0,12.0,12.0,,,4.0,,,4.0,,12.0,4.0,2.0,2.0,2.0,2.0,12.0,12.0,12.0,,,,,,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,4.0,2.0,4.0,4.0,4.0,12.0,12.0,12.0,,,4.0,,,4.0,,12.0,4.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.021213202999999996,0.7071067809999999,0.002828427,0.000565685,0.001414214,,,0.7071067809999999,,,320.0,,7.070000000000001e-05,0.141421356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,3.028028724,,0.0,0.0,Perquimans,NC,0.108143883,140.0,0.0,0.0,0.504671454,0.0,0.0,0.0,3.028028724
1374,37145,8.0,8.0,8.0,8.0,,,,,,,,,8.0,8.0,,,,,8.0,8.0,8.0,8.0,8.0,8.0,,,8.0,16.0,8.0,16.0,16.0,16.0,,,,,,16.0,,,16.0,,,16.0,8.0,8.0,8.0,8.0,,,,,,,,,8.0,8.0,,,,,8.0,8.0,8.0,8.0,8.0,8.0,,,8.0,16.0,8.0,16.0,16.0,16.0,,,,,,16.0,,,16.0,,,16.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,379.0,0.141421356,0.4,0.46,0.7071067809999999,,,,,,0.7071067809999999,,,71.0,,,0.4,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.2776092140000002,0.0,0.301029996,1.1856365770000001,0.0,,,,,,0.0,,,2.374137094,,,0.301029996,Person,NC,0.2590210893809524,224.0,0.0,0.0,0.6936389438333334,1.2776092140000002,0.0,,5.439442877000001
1375,37147,302.0,302.0,302.0,302.0,174.0,174.0,174.0,,,,,,302.0,302.0,,,,,302.0,302.0,302.0,302.0,302.0,302.0,,,302.0,448.0,302.0,448.0,448.0,448.0,174.0,174.0,174.0,144.0,144.0,448.0,108.0,108.0,448.0,144.0,174.0,448.0,302.0,302.0,302.0,302.0,174.0,174.0,174.0,,,,,,302.0,302.0,,,,,302.0,302.0,302.0,302.0,302.0,302.0,,,302.0,448.0,302.0,448.0,448.0,448.0,174.0,174.0,174.0,144.0,144.0,448.0,108.0,108.0,448.0,144.0,174.0,448.0,0.021213202999999996,0.021213202999999996,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.52,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.05,,,0.141421356,2000.0,0.141421356,0.4,0.23,2.6,0.002828427,0.000565685,0.001414214,0.7071067809999999,23.0,7.6,0.021213202999999996,0.028284271,140.0,0.7071067809999999,7.070000000000001e-05,0.75,0.0,0.0,0.0,0.516629796,0.0,0.0,0.0,,,,,,0.0,0.9378520929999999,,,,,0.0,0.0,0.0,0.0,0.0,0.096910013,,,0.0,2.0,0.0,0.301029996,0.8846065809999999,0.41497334799999996,0.0,0.0,0.0,0.0,1.361727836,0.880813592,0.0,0.0,2.6690067809999998,0.0,0.0,0.5740312679999999,Pitt,NC,0.32235094860606056,9230.0,0.13397887042857143,0.516629796,0.9540769276666667,2.0,0.016151668833333334,0.0,10.637581304
1376,37149,4.0,4.0,4.0,4.0,,,,,,,,,4.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,8.0,4.0,8.0,8.0,8.0,,,,,,8.0,,,8.0,,,8.0,4.0,4.0,4.0,4.0,,,,,,,,,4.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,8.0,4.0,8.0,8.0,8.0,,,,,,8.0,,,8.0,,,8.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,26.0,0.141421356,0.141421356,0.03,0.7071067809999999,,,,,,0.7071067809999999,,,9.4,,,0.141421356,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.113943352,0.0,0.0,0.0,0.0,,,,,,0.0,,,1.496006599,,,0.0,Polk,NC,0.07666428338095238,112.0,0.0,0.0,0.24933443316666667,0.113943352,0.0,,1.609949951
1377,37151,12.0,12.0,12.0,12.0,,,,,,,,,12.0,12.0,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,12.0,24.0,12.0,24.0,24.0,24.0,,,,,,24.0,,,24.0,,,24.0,12.0,12.0,12.0,12.0,,,,,,,,,12.0,12.0,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,12.0,24.0,12.0,24.0,24.0,24.0,,,,,,24.0,,,24.0,,,24.0,0.021213202999999996,0.021213202999999996,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.0070710680000000015,0.021213202999999996,0.014142136000000001,0.014142136000000001,0.028284271,,,0.141421356,2100.0,0.141421356,0.5,0.22,0.7071067809999999,,,,,,2.7,,,170.0,,,1.2,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.021189299,0.0,0.397940009,0.8653014259999999,0.0,,,,,,0.431363764,,,2.7533276669999998,,,0.77815125,Randolph,NC,0.34510825785714283,336.0,0.0,0.0,0.8710140193333333,2.021189299,0.0,,7.2472734149999996
